id,title,release_date,release_year,genres_list,director,top_cast,budget,revenue,profit,roi,vote_average,vote_count,popularity,runtime,original_language
72190,World War Z,2013-06-20,2013.0,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",Marc Forster,"['Brad Pitt', 'Mireille Enos', 'Abigail Hargrove']",200000000,531865000,331865000,165.9325,6.7,5560,81.834855,116.0,en
127585,X-Men: Days of Future Past,2014-05-15,2014.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",Bryan Singer,"['Hugh Jackman', 'James McAvoy', 'Michael Fassbender']",250000000,747862775,497862775,199.14511,7.5,6032,118.078691,131.0,en
54138,Star Trek Into Darkness,2013-05-05,2013.0,"['Action', 'Adventure', 'Science Fiction']",J.J. Abrams,"['Chris Pine', 'Zachary Quinto', 'Zoe Saldana']",190000000,467365246,277365246,145.98170842105262,7.4,4418,78.291018,132.0,en
81005,Jack the Giant Slayer,2013-02-27,2013.0,"['Action', 'Family', 'Fantasy']",Bryan Singer,"['Nicholas Hoult', 'Eleanor Tomlinson', 'Ewan McGregor']",195000000,197687603,2687603,1.3782579487179487,5.5,2598,43.349855,114.0,en
64682,The Great Gatsby,2013-05-10,2013.0,"['Drama', 'Romance']",Baz Luhrmann,"['Leonardo DiCaprio', 'Tobey Maguire', 'Carey Mulligan']",105000000,351040419,246040419,234.32420857142856,7.3,3769,61.196071,143.0,en
9543,Prince of Persia: The Sands of Time,2010-05-19,2010.0,"['Adventure', 'Fantasy', 'Action', 'Romance']",Mike Newell,"['Jake Gyllenhaal', 'Gemma Arterton', 'Ben Kingsley']",150000000,335154643,185154643,123.43642866666667,6.2,2317,62.169881,116.0,en
68726,Pacific Rim,2013-07-11,2013.0,"['Action', 'Science Fiction', 'Adventure']",Guillermo del Toro,"['Idris Elba', 'Charlie Hunnam', 'Charlie Day']",180000000,407602906,227602906,126.44605888888889,6.7,4794,56.523205,131.0,en
38356,Transformers: Dark of the Moon,2011-06-28,2011.0,"['Action', 'Science Fiction', 'Adventure']",Michael Bay,"['Shia LaBeouf', 'John Malkovich', 'Ken Jeong']",195000000,1123746996,928746996,476.2805107692308,6.1,3299,28.529607,154.0,en
217,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21,2008.0,"['Adventure', 'Action']",Steven Spielberg,"['Harrison Ford', 'Cate Blanchett', 'Shia LaBeouf']",185000000,786636033,601636033,325.2086664864865,5.7,2495,75.674458,122.0,en
105864,The Good Dinosaur,2015-11-14,2015.0,"['Adventure', 'Animation', 'Family']",Peter Sohn,"['Raymond Ochoa', 'Jack Bright', 'Jeffrey Wright']",175000000,331926147,156926147,89.672084,6.6,1736,51.692953,93.0,en
62177,Brave,2012-06-21,2012.0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']",Brenda Chapman,"['Kelly Macdonald', 'Julie Walters', 'Billy Connolly']",185000000,538983207,353983207,191.34227405405406,6.7,4641,125.114374,93.0,en
188927,Star Trek Beyond,2016-07-07,2016.0,"['Action', 'Adventure', 'Science Fiction']",Justin Lin,"['Chris Pine', 'Zachary Quinto', 'Karl Urban']",185000000,343471816,158471816,85.66044108108109,6.6,2568,65.352913,122.0,en
10681,WALL·E,2008-06-22,2008.0,"['Animation', 'Family']",Andrew Stanton,"['Ben Burtt', 'Elissa Knight', 'Jeff Garlin']",180000000,521311860,341311860,189.6177,7.8,6296,66.390712,98.0,en
5174,Rush Hour 3,2007-08-08,2007.0,"['Action', 'Comedy', 'Crime', 'Thriller']",Brett Ratner,"['Chris Tucker', 'Jackie Chan', 'Hiroyuki Sanada']",140000000,258022233,118022233,84.30159499999999,6.1,783,22.57178,91.0,en
14161,2012,2009-10-10,2009.0,"['Action', 'Adventure', 'Science Fiction']",Roland Emmerich,"['John Cusack', 'Amanda Peet', 'Chiwetel Ejiofor']",200000000,769653595,569653595,284.8267975,5.6,4903,45.274225,158.0,en
17979,A Christmas Carol,2009-11-04,2009.0,"['Animation', 'Drama']",Robert Zemeckis,"['Gary Oldman', 'Jim Carrey', 'Steve Valentine']",200000000,325233863,125233863,62.61693149999999,6.6,1095,39.744242,96.0,en
76757,Jupiter Ascending,2015-02-04,2015.0,"['Science Fiction', 'Fantasy', 'Action', 'Adventure']",Lilly Wachowski,"['Mila Kunis', 'Channing Tatum', 'Sean Bean']",176000003,183987723,7987720,4.538477195366866,5.2,2768,85.36908,124.0,en
258489,The Legend of Tarzan,2016-06-29,2016.0,"['Action', 'Adventure']",David Yates,"['Alexander Skarsgård', 'Margot Robbie', 'Christoph Waltz']",180000000,356743061,176743061,98.19058944444444,5.5,2430,42.741719,109.0,en
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,2005.0,"['Adventure', 'Family', 'Fantasy']",Andrew Adamson,"['William Moseley', 'Anna Popplewell', 'Skandar Keynes']",180000000,748806957,568806957,316.003865,6.7,2629,67.391328,143.0,en
246655,X-Men: Apocalypse,2016-05-18,2016.0,['Science Fiction'],Bryan Singer,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence']",178000000,543934787,365934787,205.58134101123596,6.4,4721,139.272042,144.0,en
155,The Dark Knight,2008-07-16,2008.0,"['Drama', 'Action', 'Crime', 'Thriller']",Christopher Nolan,"['Christian Bale', 'Heath Ledger', 'Aaron Eckhart']",185000000,1004558444,819558444,443.00456432432435,8.2,12002,187.322927,152.0,en
14160,Up,2009-05-13,2009.0,"['Animation', 'Comedy', 'Family', 'Adventure']",Pete Docter,"['Ed Asner', 'Christopher Plummer', 'Jordan Nagai']",175000000,735099082,560099082,320.0566182857143,7.7,6870,92.201962,96.0,en
15512,Monsters vs Aliens,2009-03-19,2009.0,"['Animation', 'Family', 'Adventure', 'Science Fiction']",Conrad Vernon,"['Seth Rogen', 'Reese Witherspoon', 'Hugh Laurie']",175000000,381509870,206509870,118.00564,6.0,1423,36.167578,94.0,en
1726,Iron Man,2008-04-30,2008.0,"['Action', 'Science Fiction', 'Adventure']",Jon Favreau,"['Robert Downey Jr.', 'Terrence Howard', 'Jeff Bridges']",140000000,585174222,445174222,317.98158714285717,7.4,8776,120.725053,126.0,en
44826,Hugo,2011-11-22,2011.0,"['Adventure', 'Drama', 'Family']",Martin Scorsese,"['Ben Kingsley', 'Sacha Baron Cohen', 'Asa Butterfield']",170000000,185770160,15770160,9.276564705882354,7.0,2141,32.319043,126.0,en
8487,Wild Wild West,1999-06-29,1999.0,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']",Barry Sonnenfeld,"['Will Smith', 'Kevin Kline', 'Kenneth Branagh']",170000000,222104681,52104681,30.649812352941176,5.1,1020,40.748915,106.0,en
1735,The Mummy: Tomb of the Dragon Emperor,2008-07-01,2008.0,"['Adventure', 'Action', 'Fantasy']",Rob Cohen,"['Brendan Fraser', 'Jet Li', 'John Hannah']",145000000,401128639,256128639,176.64044068965518,5.2,1387,60.034162,112.0,en
297761,Suicide Squad,2016-08-02,2016.0,"['Action', 'Adventure', 'Crime', 'Fantasy', 'Science Fiction']",David Ayer,"['Will Smith', 'Margot Robbie', 'Joel Kinnaman']",175000000,745000000,570000000,325.7142857142857,5.9,7458,90.23792,123.0,en
2698,Evan Almighty,2007-06-09,2007.0,"['Fantasy', 'Comedy', 'Family']",Tom Shadyac,"['Steve Carell', 'Lauren Graham', 'John Goodman']",175000000,173000000,-2000000,-1.1428571428571428,5.3,1151,27.082182,96.0,en
137113,Edge of Tomorrow,2014-05-27,2014.0,"['Action', 'Science Fiction']",Doug Liman,"['Tom Cruise', 'Emily Blunt', 'Brendan Gleeson']",178000000,370541256,192541256,108.16924494382023,7.6,4858,79.456485,113.0,en
9804,Waterworld,1995-07-28,1995.0,"['Adventure', 'Action']",Kevin Reynolds,"['Kevin Costner', 'Chaim Girafi', 'Rick Aviles']",175000000,264218220,89218220,50.98184,5.9,992,44.640292,135.0,en
14869,G.I. Joe: The Rise of Cobra,2009-08-04,2009.0,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",Stephen Sommers,"['Dennis Quaid', 'Channing Tatum', 'Marlon Wayans']",175000000,302469017,127469017,72.83943828571428,5.6,1962,32.852443,118.0,en
150540,Inside Out,2015-06-09,2015.0,"['Drama', 'Comedy', 'Animation', 'Family']",Pete Docter,"['Amy Poehler', 'Phyllis Smith', 'Richard Kind']",175000000,857611174,682611174,390.063528,8.0,6560,128.655964,94.0,en
278927,The Jungle Book,2016-04-07,2016.0,"['Family', 'Adventure', 'Drama', 'Fantasy']",Jon Favreau,"['Neel Sethi', 'Bill Murray', 'Ben Kingsley']",175000000,966550600,791550600,452.31462857142856,6.7,2892,94.199316,106.0,en
10138,Iron Man 2,2010-04-28,2010.0,"['Adventure', 'Action', 'Science Fiction']",Jon Favreau,"['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle']",200000000,623933331,423933331,211.9666655,6.6,6849,77.300194,124.0,en
58595,Snow White and the Huntsman,2012-05-30,2012.0,"['Adventure', 'Fantasy', 'Drama']",Rupert Sanders,"['Kristen Stewart', 'Charlize Theron', 'Chris Hemsworth']",170000000,396600000,226600000,133.29411764705884,5.8,3118,77.178973,127.0,en
102651,Maleficent,2014-05-28,2014.0,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",Robert Stromberg,"['Angelina Jolie', 'Elle Fanning', 'Sharlto Copley']",180000000,758539785,578539785,321.4109916666667,7.0,4496,110.620647,97.0,en
119450,Dawn of the Planet of the Apes,2014-06-26,2014.0,"['Science Fiction', 'Action', 'Drama', 'Thriller']",Matt Reeves,"['Andy Serkis', 'Jason Clarke', 'Gary Oldman']",170000000,710644566,540644566,318.02621529411766,7.3,4410,243.791743,130.0,en
79698,The Lovers,2015-02-13,2015.0,"['Action', 'Adventure', 'Science Fiction', 'Romance']",Roland Joffé,"['Josh Hartnett', 'Simone Kessell', 'Tamsin Egerton']",27000000,0,-27000000,-100.0,4.8,34,2.418535,109.0,en
64686,47 Ronin,2013-12-06,2013.0,"['Drama', 'Action', 'Adventure', 'Fantasy']",Carl Rinsch,"['Keanu Reeves', 'Hiroyuki Sanada', 'Kou Shibasaki']",175000000,150962475,-24037525,-13.73572857142857,5.9,1326,41.796339,119.0,en
100402,Captain America: The Winter Soldier,2014-03-20,2014.0,"['Action', 'Adventure', 'Science Fiction']",Anthony Russo,"['Chris Evans', 'Samuel L. Jackson', 'Scarlett Johansson']",170000000,714766572,544766572,320.45092470588236,7.6,5764,72.225265,136.0,en
10192,Shrek Forever After,2010-05-16,2010.0,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",Mike Mitchell,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']",165000000,752600867,587600867,356.1217375757576,6.0,1959,44.041186,93.0,en
158852,Tomorrowland,2015-05-19,2015.0,"['Adventure', 'Family', 'Mystery', 'Science Fiction']",Brad Bird,"['Britt Robertson', 'George Clooney', 'Raffey Cassidy']",190000000,209154322,19154322,10.081222105263157,6.2,2846,130.311355,130.0,en
177572,Big Hero 6,2014-10-24,2014.0,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",Chris Williams,"['Scott Adsit', 'Ryan Potter', 'Daniel Henney']",165000000,652105443,487105443,295.21542,7.8,6135,203.73459,102.0,en
82690,Wreck-It Ralph,2012-11-01,2012.0,"['Family', 'Animation', 'Comedy', 'Adventure']",Rich Moore,"['John C. Reilly', 'Sarah Silverman', 'Jack McBrayer']",165000000,471222889,306222889,185.5896296969697,7.1,4570,62.341073,108.0,en
5255,The Polar Express,2004-11-10,2004.0,"['Adventure', 'Animation', 'Family', 'Fantasy']",Robert Zemeckis,"['Tom Hanks', 'Michael Jeter', 'Nona Gaye']",165000000,305875730,140875730,85.37923030303031,6.4,1474,47.323228,100.0,en
47933,Independence Day: Resurgence,2016-06-22,2016.0,"['Action', 'Adventure', 'Science Fiction']",Roland Emmerich,"['Liam Hemsworth', 'Jeff Goldblum', 'Bill Pullman']",165000000,389681935,224681935,136.1708696969697,4.9,2491,48.775723,120.0,en
10191,How to Train Your Dragon,2010-03-05,2010.0,"['Fantasy', 'Adventure', 'Animation', 'Family']",Chris Sanders,"['Jay Baruchel', 'Gerard Butler', 'Craig Ferguson']",165000000,494878759,329878759,199.9265206060606,7.5,4227,67.263269,98.0,en
296,Terminator 3: Rise of the Machines,2003-07-02,2003.0,"['Action', 'Thriller', 'Science Fiction']",Jonathan Mostow,"['Arnold Schwarzenegger', 'Nick Stahl', 'Claire Danes']",200000000,435000000,235000000,117.5,5.9,2143,69.405188,109.0,en
118340,Guardians of the Galaxy,2014-07-30,2014.0,"['Action', 'Science Fiction', 'Adventure']",James Gunn,"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista']",170000000,773328629,603328629,354.8991935294118,7.9,9742,481.098624,121.0,en
157336,Interstellar,2014-11-05,2014.0,"['Adventure', 'Drama', 'Science Fiction']",Christopher Nolan,"['Matthew McConaughey', 'Jessica Chastain', 'Anne Hathaway']",165000000,675120017,510120017,309.16364666666664,8.1,10867,724.247784,169.0,en
27205,Inception,2010-07-14,2010.0,"['Action', 'Thriller', 'Science Fiction', 'Mystery', 'Adventure']",Christopher Nolan,"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ellen Page']",160000000,825532764,665532764,415.9579775,8.1,13752,167.58371,148.0,en
315011,Shin Godzilla,2016-07-29,2016.0,"['Action', 'Adventure', 'Drama', 'Horror', 'Science Fiction']",Hideaki Anno,"['Hiroki Hasegawa', 'Yutaka Takenouchi', 'Satomi Ishihara']",15000000,77000000,62000000,413.33333333333337,6.5,143,9.476999,120.0,ja
49051,The Hobbit: An Unexpected Journey,2012-11-26,2012.0,"['Adventure', 'Fantasy', 'Action']",Peter Jackson,"['Ian McKellen', 'Martin Freeman', 'Richard Armitage']",250000000,1021103568,771103568,308.4414272,7.0,8297,108.849621,169.0,en
9799,The Fast and the Furious,2001-06-22,2001.0,"['Action', 'Crime', 'Thriller']",Rob Cohen,"['Paul Walker', 'Vin Diesel', 'Michelle Rodriguez']",38000000,207283925,169283925,445.48401315789476,6.6,3428,6.909942,106.0,en
4922,The Curious Case of Benjamin Button,2008-11-24,2008.0,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",David Fincher,"['Cate Blanchett', 'Brad Pitt', 'Tilda Swinton']",150000000,333932083,183932083,122.62138866666668,7.3,3292,60.269279,166.0,en
49538,X-Men: First Class,2011-05-24,2011.0,"['Action', 'Science Fiction', 'Adventure']",Matthew Vaughn,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence']",160000000,353624124,193624124,121.0150775,7.1,5181,3.195174,132.0,en
131634,The Hunger Games: Mockingjay - Part 2,2015-11-18,2015.0,"['Action', 'Adventure', 'Science Fiction']",Francis Lawrence,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']",160000000,653428261,493428261,308.392663125,6.6,3984,127.284427,137.0,en
27022,The Sorcerer's Apprentice,2010-07-13,2010.0,"['Fantasy', 'Adventure', 'Action', 'Comedy', 'Drama']",Jon Turteltaub,"['Nicolas Cage', 'Jay Baruchel', 'Monica Bellucci']",150000000,215283742,65283742,43.52249466666667,5.8,1470,35.580815,109.0,en
503,Poseidon,2006-05-12,2006.0,"['Adventure', 'Action', 'Drama', 'Thriller']",Wolfgang Petersen,"['Kurt Russell', 'Richard Dreyfuss', 'Josh Lucas']",160000000,181674817,21674817,13.546760625000001,5.5,583,21.133748,99.0,en
241259,Alice Through the Looking Glass,2016-05-25,2016.0,['Fantasy'],James Bobin,"['Johnny Depp', 'Mia Wasikowska', 'Anne Hathaway']",170000000,299370084,129370084,76.1000494117647,6.5,1725,56.268916,113.0,en
810,Shrek the Third,2007-05-17,2007.0,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",Chris Miller,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']",160000000,798958165,638958165,399.348853125,6.0,2278,42.986467,93.0,en
68735,Warcraft,2016-05-25,2016.0,"['Action', 'Adventure', 'Fantasy']",Duncan Jones,"['Paula Patton', 'Travis Fimmel', 'Ben Foster']",160000000,433677183,273677183,171.048239375,6.3,2268,63.148529,123.0,en
87101,Terminator Genisys,2015-06-23,2015.0,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",Alan Taylor,"['Arnold Schwarzenegger', 'Jason Clarke', 'Emilia Clarke']",155000000,440603537,285603537,184.26034645161292,5.8,3631,202.042635,126.0,en
